img_number,spike position,spike time
67467,(12 12)to(14 14),-
67468,(12 12)to(14 14),-
67469,(12 12)to(14 14),5
67470,(12 12)to(14 14),-
67471,(12 12)to(14 14),-
67472,(12 12)to(14 14),-
67473,(12 12)to(14 14),-
67474,(12 12)to(14 14),-
67475,(12 12)to(14 14),-
67476,(12 12)to(14 14),-
67477,(12 12)to(14 14),-
67478,(12 12)to(14 14),-
67479,(12 12)to(14 14),-
67480,(12 12)to(14 14),-
67481,(12 12)to(14 14),-
67482,(12 12)to(14 14),-
67483,(12 12)to(14 14),-
67484,(12 12)to(14 14),5
67485,(12 12)to(14 14),-
67486,(12 12)to(14 14),-
67487,(12 12)to(14 14),6
67488,(12 12)to(14 14),-
67489,(12 12)to(14 14),-
67490,(12 12)to(14 14),-
67491,(12 12)to(14 14),-
67492,(12 12)to(14 14),-
67493,(12 12)to(14 14),-
67494,(12 12)to(14 14),5
67495,(12 12)to(14 14),-
67496,(12 12)to(14 14),-
67497,(12 12)to(14 14),6
67498,(12 12)to(14 14),-
67499,(12 12)to(14 14),-
67500,(12 12)to(14 14),5
67501,(12 12)to(14 14),-
67502,(12 12)to(14 14),-
67503,(12 12)to(14 14),-
67504,(12 12)to(14 14),6
67505,(12 12)to(14 14),-
67506,(12 12)to(14 14),6
67507,(12 12)to(14 14),-
67508,(12 12)to(14 14),5
67509,(12 12)to(14 14),6
67510,(12 12)to(14 14),-
67511,(12 12)to(14 14),6
67512,(12 12)to(14 14),-
67513,(12 12)to(14 14),5
67514,(12 12)to(14 14),6
67515,(12 12)to(14 14),-
67516,(12 12)to(14 14),-
67517,(12 12)to(14 14),-
67518,(12 12)to(14 14),6
67519,(12 12)to(14 14),-
67520,(12 12)to(14 14),-
67521,(12 12)to(14 14),-
67522,(12 12)to(14 14),5
67523,(12 12)to(14 14),-
67524,(12 12)to(14 14),-
67525,(12 12)to(14 14),-
67526,(12 12)to(14 14),-
67527,(12 12)to(14 14),6
67528,(12 12)to(14 14),-
67529,(12 12)to(14 14),-
67530,(12 12)to(14 14),-
67531,(12 12)to(14 14),-
67532,(12 12)to(14 14),-
67533,(12 12)to(14 14),-
67534,(12 12)to(14 14),-
67535,(12 12)to(14 14),-
67536,(12 12)to(14 14),-
67537,(12 12)to(14 14),-
67538,(12 12)to(14 14),-
67539,(12 12)to(14 14),-
67540,(12 12)to(14 14),6
67541,(12 12)to(14 14),-
67542,(12 12)to(14 14),-
67543,(12 12)to(14 14),5
67544,(12 12)to(14 14),6
67545,(12 12)to(14 14),-
67546,(12 12)to(14 14),-
67547,(12 12)to(14 14),5
67548,(12 12)to(14 14),-
67549,(12 12)to(14 14),-
67550,(12 12)to(14 14),5
67551,(12 12)to(14 14),6
67552,(12 12)to(14 14),-
67553,(12 12)to(14 14),-
67554,(12 12)to(14 14),-
67555,(12 12)to(14 14),-
67556,(12 12)to(14 14),-
67557,(12 12)to(14 14),-
67558,(12 12)to(14 14),4
67559,(12 12)to(14 14),-
67560,(12 12)to(14 14),6
67561,(12 12)to(14 14),-
67562,(12 12)to(14 14),-
67563,(12 12)to(14 14),6
67564,(12 12)to(14 14),-
67565,(12 12)to(14 14),-
67566,(12 12)to(14 14),-
67567,(12 12)to(14 14),-
67568,(12 12)to(14 14),-
67569,(12 12)to(14 14),-
67570,(12 12)to(14 14),-
67571,(12 12)to(14 14),6
67572,(12 12)to(14 14),-
67573,(12 12)to(14 14),6
67574,(12 12)to(14 14),5
67575,(12 12)to(14 14),-
67576,(12 12)to(14 14),6
67577,(12 12)to(14 14),4
67578,(12 12)to(14 14),-
67579,(12 12)to(14 14),6
67580,(12 12)to(14 14),-
67581,(12 12)to(14 14),6
67582,(12 12)to(14 14),-
67583,(12 12)to(14 14),-
67584,(12 12)to(14 14),-
67585,(12 12)to(14 14),-
67586,(12 12)to(14 14),-
67587,(12 12)to(14 14),5
67588,(12 12)to(14 14),-
67589,(12 12)to(14 14),6
67590,(12 12)to(14 14),-
67591,(12 12)to(14 14),-
67592,(12 12)to(14 14),-
67593,(12 12)to(14 14),-
67594,(12 12)to(14 14),-
67595,(12 12)to(14 14),-
67596,(12 12)to(14 14),-
67597,(12 12)to(14 14),-
67598,(12 12)to(14 14),-
67599,(12 12)to(14 14),4
67600,(12 12)to(14 14),-
67601,(12 12)to(14 14),5
67602,(12 12)to(14 14),-
67603,(12 12)to(14 14),-
67604,(12 12)to(14 14),-
67605,(12 12)to(14 14),-
67606,(12 12)to(14 14),-
67607,(12 12)to(14 14),-
67608,(12 12)to(14 14),-
67609,(12 12)to(14 14),-
67610,(12 12)to(14 14),-
67611,(12 12)to(14 14),-
67612,(12 12)to(14 14),-
67613,(12 12)to(14 14),4
67614,(12 12)to(14 14),5
67615,(12 12)to(14 14),-
67616,(12 12)to(14 14),-
67617,(12 12)to(14 14),-
67618,(12 12)to(14 14),-
67619,(12 12)to(14 14),6
67620,(12 12)to(14 14),5
67621,(12 12)to(14 14),-
67622,(12 12)to(14 14),-
67623,(12 12)to(14 14),-
67624,(12 12)to(14 14),-
67625,(12 12)to(14 14),-
67626,(12 12)to(14 14),6
67627,(12 12)to(14 14),6
67628,(12 12)to(14 14),-
67629,(12 12)to(14 14),-
67630,(12 12)to(14 14),-
67631,(12 12)to(14 14),-
67632,(12 12)to(14 14),-
67633,(12 12)to(14 14),-
67634,(12 12)to(14 14),-
67635,(12 12)to(14 14),-
67636,(12 12)to(14 14),-
67637,(12 12)to(14 14),-
67638,(12 12)to(14 14),-
67639,(12 12)to(14 14),-
67640,(12 12)to(14 14),5
67641,(12 12)to(14 14),-
67642,(12 12)to(14 14),-
67643,(12 12)to(14 14),-
67644,(12 12)to(14 14),5
67645,(12 12)to(14 14),-
67646,(12 12)to(14 14),6
67647,(12 12)to(14 14),-
67648,(12 12)to(14 14),-
67649,(12 12)to(14 14),-
67650,(12 12)to(14 14),5
67651,(12 12)to(14 14),-
67652,(12 12)to(14 14),4
67653,(12 12)to(14 14),6
67654,(12 12)to(14 14),-
67655,(12 12)to(14 14),-
67656,(12 12)to(14 14),-
67657,(12 12)to(14 14),-
67658,(12 12)to(14 14),-
67659,(12 12)to(14 14),6
67660,(12 12)to(14 14),6
67661,(12 12)to(14 14),-
67662,(12 12)to(14 14),-
67663,(12 12)to(14 14),-
67664,(12 12)to(14 14),-
67665,(12 12)to(14 14),-
67666,(12 12)to(14 14),-
67667,(12 12)to(14 14),-
67668,(12 12)to(14 14),-
67669,(12 12)to(14 14),6
67670,(12 12)to(14 14),-
67671,(12 12)to(14 14),-
67672,(12 12)to(14 14),-
67673,(12 12)to(14 14),-
67674,(12 12)to(14 14),-
67675,(12 12)to(14 14),-
67676,(12 12)to(14 14),-
67677,(12 12)to(14 14),-
67678,(12 12)to(14 14),-
67679,(12 12)to(14 14),-
67680,(12 12)to(14 14),-
67681,(12 12)to(14 14),-
67682,(12 12)to(14 14),-
67683,(12 12)to(14 14),-
67684,(12 12)to(14 14),-
67685,(12 12)to(14 14),-
67686,(12 12)to(14 14),-
67687,(12 12)to(14 14),6
67688,(12 12)to(14 14),-
67689,(12 12)to(14 14),5
67690,(12 12)to(14 14),-
67691,(12 12)to(14 14),5
67692,(12 12)to(14 14),-
67693,(12 12)to(14 14),-
67694,(12 12)to(14 14),-
67695,(12 12)to(14 14),-
67696,(12 12)to(14 14),6
67697,(12 12)to(14 14),6
67698,(12 12)to(14 14),-
67699,(12 12)to(14 14),6
67700,(12 12)to(14 14),-
67701,(12 12)to(14 14),-
67702,(12 12)to(14 14),-
67703,(12 12)to(14 14),-
67704,(12 12)to(14 14),6
67705,(12 12)to(14 14),-
67706,(12 12)to(14 14),-
67707,(12 12)to(14 14),-
67708,(12 12)to(14 14),-
67709,(12 12)to(14 14),-
67710,(12 12)to(14 14),-
67711,(12 12)to(14 14),-
67712,(12 12)to(14 14),-
67713,(12 12)to(14 14),6
67714,(12 12)to(14 14),6
67715,(12 12)to(14 14),-
67716,(12 12)to(14 14),-
67717,(12 12)to(14 14),-
67718,(12 12)to(14 14),-
67719,(12 12)to(14 14),-
67720,(12 12)to(14 14),-
67721,(12 12)to(14 14),-
67722,(12 12)to(14 14),-
67723,(12 12)to(14 14),-
67724,(12 12)to(14 14),6
67725,(12 12)to(14 14),-
67726,(12 12)to(14 14),-
67727,(12 12)to(14 14),5
67728,(12 12)to(14 14),6
67729,(12 12)to(14 14),5
67730,(12 12)to(14 14),6
67731,(12 12)to(14 14),6
67732,(12 12)to(14 14),-
67733,(12 12)to(14 14),5
67734,(12 12)to(14 14),6
67735,(12 12)to(14 14),-
67736,(12 12)to(14 14),6
67737,(12 12)to(14 14),-
67738,(12 12)to(14 14),6
67739,(12 12)to(14 14),-
67740,(12 12)to(14 14),5
67741,(12 12)to(14 14),-
67742,(12 12)to(14 14),-
67743,(12 12)to(14 14),-
67744,(12 12)to(14 14),-
67745,(12 12)to(14 14),-
67746,(12 12)to(14 14),-
67747,(12 12)to(14 14),-
67748,(12 12)to(14 14),-
67749,(12 12)to(14 14),-
67750,(12 12)to(14 14),6
67751,(12 12)to(14 14),-
67752,(12 12)to(14 14),5
67753,(12 12)to(14 14),-
67754,(12 12)to(14 14),5
67755,(12 12)to(14 14),-
67756,(12 12)to(14 14),-
67757,(12 12)to(14 14),-
67758,(12 12)to(14 14),5
67759,(12 12)to(14 14),5
67760,(12 12)to(14 14),-
67761,(12 12)to(14 14),-
67762,(12 12)to(14 14),5
67763,(12 12)to(14 14),-
67764,(12 12)to(14 14),-
67765,(12 12)to(14 14),-
67766,(12 12)to(14 14),-
67767,(12 12)to(14 14),-
67768,(12 12)to(14 14),-
67769,(12 12)to(14 14),-
67770,(12 12)to(14 14),-
67771,(12 12)to(14 14),-
67772,(12 12)to(14 14),-
67773,(12 12)to(14 14),4
67774,(12 12)to(14 14),-
67775,(12 12)to(14 14),-
67776,(12 12)to(14 14),6
67777,(12 12)to(14 14),-
67778,(12 12)to(14 14),-
67779,(12 12)to(14 14),-
67780,(12 12)to(14 14),-
67781,(12 12)to(14 14),-
67782,(12 12)to(14 14),5
67783,(12 12)to(14 14),-
67784,(12 12)to(14 14),-
67785,(12 12)to(14 14),-
67786,(12 12)to(14 14),-
67787,(12 12)to(14 14),-
67788,(12 12)to(14 14),-
67789,(12 12)to(14 14),-
67790,(12 12)to(14 14),-
67791,(12 12)to(14 14),-
67792,(12 12)to(14 14),-
67793,(12 12)to(14 14),-
67794,(12 12)to(14 14),-
67795,(12 12)to(14 14),-
67796,(12 12)to(14 14),-
67797,(12 12)to(14 14),-
67798,(12 12)to(14 14),-
67799,(12 12)to(14 14),-
67800,(12 12)to(14 14),5
67801,(12 12)to(14 14),6
67802,(12 12)to(14 14),-
67803,(12 12)to(14 14),6
67804,(12 12)to(14 14),-
67805,(12 12)to(14 14),-
67806,(12 12)to(14 14),6
67807,(12 12)to(14 14),-
67808,(12 12)to(14 14),-
67809,(12 12)to(14 14),-
67810,(12 12)to(14 14),-
67811,(12 12)to(14 14),-
67812,(12 12)to(14 14),-
67813,(12 12)to(14 14),-
67814,(12 12)to(14 14),6
67815,(12 12)to(14 14),-
67816,(12 12)to(14 14),-
67817,(12 12)to(14 14),-
67818,(12 12)to(14 14),-
67819,(12 12)to(14 14),-
67820,(12 12)to(14 14),-
67821,(12 12)to(14 14),-
67822,(12 12)to(14 14),6
67823,(12 12)to(14 14),-
67824,(12 12)to(14 14),6
67825,(12 12)to(14 14),-
67826,(12 12)to(14 14),-
67827,(12 12)to(14 14),5
67828,(12 12)to(14 14),5
67829,(12 12)to(14 14),-
67830,(12 12)to(14 14),-
67831,(12 12)to(14 14),-
67832,(12 12)to(14 14),-
67833,(12 12)to(14 14),-
67834,(12 12)to(14 14),6
67835,(12 12)to(14 14),-
67836,(12 12)to(14 14),6
67837,(12 12)to(14 14),-
67838,(12 12)to(14 14),-
67839,(12 12)to(14 14),5
67840,(12 12)to(14 14),-
67841,(12 12)to(14 14),-
67842,(12 12)to(14 14),-
67843,(12 12)to(14 14),5
67844,(12 12)to(14 14),-
67845,(12 12)to(14 14),-
67846,(12 12)to(14 14),-
67847,(12 12)to(14 14),-
67848,(12 12)to(14 14),-
67849,(12 12)to(14 14),6
67850,(12 12)to(14 14),5
67851,(12 12)to(14 14),-
67852,(12 12)to(14 14),-
67853,(12 12)to(14 14),-
67854,(12 12)to(14 14),-
67855,(12 12)to(14 14),-
67856,(12 12)to(14 14),4
67857,(12 12)to(14 14),-
67858,(12 12)to(14 14),-
67859,(12 12)to(14 14),-
67860,(12 12)to(14 14),5
67861,(12 12)to(14 14),-
67862,(12 12)to(14 14),-
67863,(12 12)to(14 14),-
67864,(12 12)to(14 14),-
67865,(12 12)to(14 14),-
67866,(12 12)to(14 14),-
67867,(12 12)to(14 14),-
67868,(12 12)to(14 14),-
67869,(12 12)to(14 14),-
67870,(12 12)to(14 14),-
67871,(12 12)to(14 14),-
67872,(12 12)to(14 14),-
67873,(12 12)to(14 14),-
67874,(12 12)to(14 14),6
67875,(12 12)to(14 14),-
67876,(12 12)to(14 14),-
67877,(12 12)to(14 14),-
67878,(12 12)to(14 14),5
67879,(12 12)to(14 14),6
67880,(12 12)to(14 14),5
67881,(12 12)to(14 14),-
67882,(12 12)to(14 14),-
67883,(12 12)to(14 14),6
67884,(12 12)to(14 14),-
67885,(12 12)to(14 14),6
67886,(12 12)to(14 14),6
67887,(12 12)to(14 14),-
67888,(12 12)to(14 14),-
67889,(12 12)to(14 14),-
67890,(12 12)to(14 14),-
67891,(12 12)to(14 14),5
67892,(12 12)to(14 14),6
67893,(12 12)to(14 14),6
67894,(12 12)to(14 14),6
67895,(12 12)to(14 14),-
67896,(12 12)to(14 14),-
67897,(12 12)to(14 14),5
67898,(12 12)to(14 14),5
67899,(12 12)to(14 14),-
67900,(12 12)to(14 14),-
67901,(12 12)to(14 14),-
67902,(12 12)to(14 14),-
67903,(12 12)to(14 14),-
67904,(12 12)to(14 14),-
67905,(12 12)to(14 14),-
67906,(12 12)to(14 14),5
67907,(12 12)to(14 14),6
67908,(12 12)to(14 14),-
67909,(12 12)to(14 14),6
67910,(12 12)to(14 14),-
67911,(12 12)to(14 14),-
67912,(12 12)to(14 14),-
67913,(12 12)to(14 14),-
67914,(12 12)to(14 14),-
67915,(12 12)to(14 14),5
67916,(12 12)to(14 14),5
67917,(12 12)to(14 14),-
67918,(12 12)to(14 14),-
67919,(12 12)to(14 14),-
67920,(12 12)to(14 14),-
67921,(12 12)to(14 14),-
67922,(12 12)to(14 14),6
67923,(12 12)to(14 14),-
67924,(12 12)to(14 14),-
67925,(12 12)to(14 14),-
67926,(12 12)to(14 14),5
67927,(12 12)to(14 14),5
67928,(12 12)to(14 14),-
67929,(12 12)to(14 14),-
67930,(12 12)to(14 14),5
67931,(12 12)to(14 14),-
67932,(12 12)to(14 14),-
67933,(12 12)to(14 14),6
67934,(12 12)to(14 14),-
67935,(12 12)to(14 14),-
67936,(12 12)to(14 14),-
67937,(12 12)to(14 14),5
67938,(12 12)to(14 14),-
67939,(12 12)to(14 14),-
67940,(12 12)to(14 14),-
67941,(12 12)to(14 14),-
67942,(12 12)to(14 14),-
67943,(12 12)to(14 14),-
67944,(12 12)to(14 14),-
67945,(12 12)to(14 14),-
67946,(12 12)to(14 14),-
67947,(12 12)to(14 14),-
67948,(12 12)to(14 14),-
67949,(12 12)to(14 14),-
67950,(12 12)to(14 14),-
67951,(12 12)to(14 14),-
67952,(12 12)to(14 14),-
67953,(12 12)to(14 14),-
67954,(12 12)to(14 14),5
67955,(12 12)to(14 14),-
67956,(12 12)to(14 14),-
67957,(12 12)to(14 14),-
67958,(12 12)to(14 14),-
67959,(12 12)to(14 14),-
67960,(12 12)to(14 14),-
67961,(12 12)to(14 14),6
67962,(12 12)to(14 14),-
67963,(12 12)to(14 14),-
67964,(12 12)to(14 14),-
67965,(12 12)to(14 14),-
67966,(12 12)to(14 14),-
67967,(12 12)to(14 14),6
67968,(12 12)to(14 14),-
67969,(12 12)to(14 14),-
67970,(12 12)to(14 14),-
67971,(12 12)to(14 14),-
67972,(12 12)to(14 14),-
67973,(12 12)to(14 14),6
67974,(12 12)to(14 14),-
67975,(12 12)to(14 14),-
67976,(12 12)to(14 14),-
67977,(12 12)to(14 14),6
67978,(12 12)to(14 14),-
67979,(12 12)to(14 14),-
67980,(12 12)to(14 14),-
67981,(12 12)to(14 14),5
67982,(12 12)to(14 14),5
67983,(12 12)to(14 14),5
67984,(12 12)to(14 14),-
67985,(12 12)to(14 14),5
67986,(12 12)to(14 14),-
67987,(12 12)to(14 14),-
67988,(12 12)to(14 14),-
67989,(12 12)to(14 14),-
67990,(12 12)to(14 14),-
67991,(12 12)to(14 14),6
67992,(12 12)to(14 14),6
67993,(12 12)to(14 14),-
67994,(12 12)to(14 14),6
67995,(12 12)to(14 14),-
67996,(12 12)to(14 14),-
67997,(12 12)to(14 14),-
67998,(12 12)to(14 14),-
67999,(12 12)to(14 14),-
68000,(12 12)to(14 14),-
68001,(12 12)to(14 14),-
68002,(12 12)to(14 14),-
68003,(12 12)to(14 14),-
68004,(12 12)to(14 14),-
68005,(12 12)to(14 14),-
68006,(12 12)to(14 14),-
68007,(12 12)to(14 14),-
68008,(12 12)to(14 14),-
68009,(12 12)to(14 14),-
68010,(12 12)to(14 14),-
68011,(12 12)to(14 14),-
68012,(12 12)to(14 14),5
68013,(12 12)to(14 14),-
68014,(12 12)to(14 14),-
68015,(12 12)to(14 14),-
68016,(12 12)to(14 14),5
68017,(12 12)to(14 14),-
68018,(12 12)to(14 14),-
68019,(12 12)to(14 14),-
68020,(12 12)to(14 14),-
68021,(12 12)to(14 14),-
68022,(12 12)to(14 14),-
68023,(12 12)to(14 14),-
68024,(12 12)to(14 14),-
68025,(12 12)to(14 14),-
68026,(12 12)to(14 14),-
68027,(12 12)to(14 14),6
68028,(12 12)to(14 14),-
68029,(12 12)to(14 14),-
68030,(12 12)to(14 14),-
68031,(12 12)to(14 14),6
68032,(12 12)to(14 14),-
68033,(12 12)to(14 14),-
68034,(12 12)to(14 14),-
68035,(12 12)to(14 14),-
68036,(12 12)to(14 14),-
68037,(12 12)to(14 14),-
68038,(12 12)to(14 14),-
68039,(12 12)to(14 14),-
68040,(12 12)to(14 14),-
68041,(12 12)to(14 14),-
68042,(12 12)to(14 14),-
68043,(12 12)to(14 14),-
68044,(12 12)to(14 14),-
68045,(12 12)to(14 14),-
68046,(12 12)to(14 14),-
68047,(12 12)to(14 14),-
68048,(12 12)to(14 14),-
68049,(12 12)to(14 14),-
68050,(12 12)to(14 14),-
68051,(12 12)to(14 14),-
68052,(12 12)to(14 14),5
68053,(12 12)to(14 14),-
68054,(12 12)to(14 14),-
68055,(12 12)to(14 14),-
68056,(12 12)to(14 14),-
68057,(12 12)to(14 14),-
68058,(12 12)to(14 14),-
68059,(12 12)to(14 14),-
68060,(12 12)to(14 14),-
68061,(12 12)to(14 14),-
68062,(12 12)to(14 14),-
68063,(12 12)to(14 14),-
68064,(12 12)to(14 14),-
68065,(12 12)to(14 14),-
68066,(12 12)to(14 14),-
68067,(12 12)to(14 14),-
68068,(12 12)to(14 14),-
68069,(12 12)to(14 14),-
68070,(12 12)to(14 14),-
68071,(12 12)to(14 14),-
68072,(12 12)to(14 14),-
68073,(12 12)to(14 14),-
68074,(12 12)to(14 14),-
68075,(12 12)to(14 14),-
68076,(12 12)to(14 14),-
68077,(12 12)to(14 14),-
68078,(12 12)to(14 14),-
68079,(12 12)to(14 14),-
68080,(12 12)to(14 14),-
68081,(12 12)to(14 14),-
68082,(12 12)to(14 14),-
68083,(12 12)to(14 14),-
68084,(12 12)to(14 14),-
68085,(12 12)to(14 14),-
68086,(12 12)to(14 14),-
68087,(12 12)to(14 14),-
68088,(12 12)to(14 14),-
68089,(12 12)to(14 14),-
68090,(12 12)to(14 14),5
68091,(12 12)to(14 14),5
68092,(12 12)to(14 14),-
68093,(12 12)to(14 14),-
68094,(12 12)to(14 14),5
68095,(12 12)to(14 14),-
68096,(12 12)to(14 14),-
68097,(12 12)to(14 14),-
68098,(12 12)to(14 14),-
68099,(12 12)to(14 14),-
68100,(12 12)to(14 14),-
68101,(12 12)to(14 14),5
68102,(12 12)to(14 14),-
68103,(12 12)to(14 14),-
68104,(12 12)to(14 14),-
68105,(12 12)to(14 14),-
68106,(12 12)to(14 14),-
68107,(12 12)to(14 14),-
68108,(12 12)to(14 14),-
68109,(12 12)to(14 14),-
68110,(12 12)to(14 14),-
68111,(12 12)to(14 14),5
68112,(12 12)to(14 14),-
68113,(12 12)to(14 14),-
68114,(12 12)to(14 14),-
68115,(12 12)to(14 14),-
68116,(12 12)to(14 14),-
68117,(12 12)to(14 14),-
68118,(12 12)to(14 14),-
68119,(12 12)to(14 14),-
68120,(12 12)to(14 14),-
68121,(12 12)to(14 14),-
68122,(12 12)to(14 14),-
68123,(12 12)to(14 14),-
68124,(12 12)to(14 14),-
68125,(12 12)to(14 14),-
68126,(12 12)to(14 14),-
68127,(12 12)to(14 14),-
68128,(12 12)to(14 14),-
68129,(12 12)to(14 14),-
68130,(12 12)to(14 14),-
68131,(12 12)to(14 14),-
68132,(12 12)to(14 14),-
68133,(12 12)to(14 14),-
68134,(12 12)to(14 14),-
68135,(12 12)to(14 14),-
68136,(12 12)to(14 14),-
68137,(12 12)to(14 14),-
68138,(12 12)to(14 14),-
68139,(12 12)to(14 14),-
68140,(12 12)to(14 14),-
68141,(12 12)to(14 14),-
68142,(12 12)to(14 14),-
68143,(12 12)to(14 14),-
68144,(12 12)to(14 14),-
68145,(12 12)to(14 14),-
68146,(12 12)to(14 14),-
68147,(12 12)to(14 14),-
68148,(12 12)to(14 14),-
68149,(12 12)to(14 14),5
68150,(12 12)to(14 14),-
68151,(12 12)to(14 14),-
68152,(12 12)to(14 14),-
68153,(12 12)to(14 14),-
68154,(12 12)to(14 14),-
68155,(12 12)to(14 14),-
68156,(12 12)to(14 14),-
68157,(12 12)to(14 14),-
68158,(12 12)to(14 14),-
68159,(12 12)to(14 14),5
68160,(12 12)to(14 14),-
68161,(12 12)to(14 14),-
68162,(12 12)to(14 14),-
68163,(12 12)to(14 14),-
68164,(12 12)to(14 14),-
68165,(12 12)to(14 14),-
68166,(12 12)to(14 14),-
68167,(12 12)to(14 14),-
68168,(12 12)to(14 14),-
68169,(12 12)to(14 14),-
68170,(12 12)to(14 14),-
68171,(12 12)to(14 14),-
68172,(12 12)to(14 14),-
68173,(12 12)to(14 14),-
68174,(12 12)to(14 14),-
68175,(12 12)to(14 14),-
68176,(12 12)to(14 14),-
68177,(12 12)to(14 14),-
68178,(12 12)to(14 14),-
68179,(12 12)to(14 14),-
68180,(12 12)to(14 14),-
68181,(12 12)to(14 14),-
68182,(12 12)to(14 14),-
68183,(12 12)to(14 14),-
68184,(12 12)to(14 14),-
68185,(12 12)to(14 14),-
68186,(12 12)to(14 14),-
68187,(12 12)to(14 14),-
68188,(12 12)to(14 14),-
68189,(12 12)to(14 14),-
68190,(12 12)to(14 14),-
68191,(12 12)to(14 14),6
68192,(12 12)to(14 14),-
68193,(12 12)to(14 14),-
68194,(12 12)to(14 14),-
68195,(12 12)to(14 14),-
68196,(12 12)to(14 14),-
68197,(12 12)to(14 14),-
68198,(12 12)to(14 14),-
68199,(12 12)to(14 14),-
68200,(12 12)to(14 14),-
68201,(12 12)to(14 14),-
68202,(12 12)to(14 14),-
68203,(12 12)to(14 14),-
68204,(12 12)to(14 14),-
68205,(12 12)to(14 14),-
68206,(12 12)to(14 14),-
68207,(12 12)to(14 14),-
68208,(12 12)to(14 14),-
68209,(12 12)to(14 14),-
68210,(12 12)to(14 14),-
68211,(12 12)to(14 14),-
68212,(12 12)to(14 14),-
68213,(12 12)to(14 14),-
68214,(12 12)to(14 14),-
68215,(12 12)to(14 14),-
68216,(12 12)to(14 14),-
68217,(12 12)to(14 14),-
68218,(12 12)to(14 14),-
68219,(12 12)to(14 14),5
68220,(12 12)to(14 14),-
68221,(12 12)to(14 14),-
68222,(12 12)to(14 14),-
68223,(12 12)to(14 14),-
68224,(12 12)to(14 14),-
68225,(12 12)to(14 14),-
68226,(12 12)to(14 14),5
68227,(12 12)to(14 14),-
68228,(12 12)to(14 14),-
68229,(12 12)to(14 14),-
68230,(12 12)to(14 14),-
68231,(12 12)to(14 14),-
68232,(12 12)to(14 14),-
68233,(12 12)to(14 14),-
68234,(12 12)to(14 14),-
68235,(12 12)to(14 14),-
68236,(12 12)to(14 14),-
68237,(12 12)to(14 14),-
68238,(12 12)to(14 14),-
68239,(12 12)to(14 14),-
68240,(12 12)to(14 14),-
68241,(12 12)to(14 14),-
68242,(12 12)to(14 14),-
68243,(12 12)to(14 14),-
68244,(12 12)to(14 14),-
68245,(12 12)to(14 14),-
68246,(12 12)to(14 14),-
68247,(12 12)to(14 14),-
68248,(12 12)to(14 14),-
68249,(12 12)to(14 14),-
68250,(12 12)to(14 14),-
68251,(12 12)to(14 14),-
68252,(12 12)to(14 14),-
68253,(12 12)to(14 14),-
68254,(12 12)to(14 14),-
68255,(12 12)to(14 14),-
68256,(12 12)to(14 14),-
68257,(12 12)to(14 14),-
68258,(12 12)to(14 14),-
68259,(12 12)to(14 14),-
68260,(12 12)to(14 14),-
68261,(12 12)to(14 14),4
68262,(12 12)to(14 14),-
68263,(12 12)to(14 14),-
68264,(12 12)to(14 14),-
68265,(12 12)to(14 14),-
68266,(12 12)to(14 14),-
68267,(12 12)to(14 14),-
68268,(12 12)to(14 14),-
68269,(12 12)to(14 14),-
68270,(12 12)to(14 14),-
68271,(12 12)to(14 14),-
68272,(12 12)to(14 14),-
68273,(12 12)to(14 14),-
68274,(12 12)to(14 14),-
68275,(12 12)to(14 14),-
68276,(12 12)to(14 14),-
68277,(12 12)to(14 14),-
68278,(12 12)to(14 14),-
68279,(12 12)to(14 14),-
68280,(12 12)to(14 14),-
68281,(12 12)to(14 14),-
68282,(12 12)to(14 14),-
68283,(12 12)to(14 14),-
68284,(12 12)to(14 14),-
68285,(12 12)to(14 14),-
68286,(12 12)to(14 14),-
68287,(12 12)to(14 14),-
68288,(12 12)to(14 14),-
68289,(12 12)to(14 14),-
68290,(12 12)to(14 14),-
68291,(12 12)to(14 14),-
68292,(12 12)to(14 14),-
68293,(12 12)to(14 14),-
68294,(12 12)to(14 14),-
68295,(12 12)to(14 14),-
68296,(12 12)to(14 14),-
68297,(12 12)to(14 14),-
68298,(12 12)to(14 14),-
68299,(12 12)to(14 14),-
68300,(12 12)to(14 14),-
68301,(12 12)to(14 14),-
68302,(12 12)to(14 14),-
68303,(12 12)to(14 14),-
68304,(12 12)to(14 14),-
68305,(12 12)to(14 14),-
68306,(12 12)to(14 14),-
68307,(12 12)to(14 14),-
68308,(12 12)to(14 14),-
68309,(12 12)to(14 14),-
68310,(12 12)to(14 14),-
68311,(12 12)to(14 14),-
68312,(12 12)to(14 14),-
68313,(12 12)to(14 14),-
68314,(12 12)to(14 14),5
68315,(12 12)to(14 14),-
68316,(12 12)to(14 14),-
68317,(12 12)to(14 14),-
68318,(12 12)to(14 14),-
68319,(12 12)to(14 14),5
68320,(12 12)to(14 14),-
68321,(12 12)to(14 14),-
68322,(12 12)to(14 14),-
68323,(12 12)to(14 14),-
68324,(12 12)to(14 14),-
68325,(12 12)to(14 14),-
68326,(12 12)to(14 14),-
68327,(12 12)to(14 14),-
68328,(12 12)to(14 14),-
68329,(12 12)to(14 14),-
68330,(12 12)to(14 14),5
68331,(12 12)to(14 14),-
68332,(12 12)to(14 14),-
68333,(12 12)to(14 14),-
68334,(12 12)to(14 14),5
68335,(12 12)to(14 14),-
68336,(12 12)to(14 14),-
68337,(12 12)to(14 14),-
68338,(12 12)to(14 14),-
68339,(12 12)to(14 14),-
68340,(12 12)to(14 14),-
